,Week Start,Week End,Tweets_Volume,Average_Likes,Twitter_Sentiment_Score,Twitter_Weighted_Sentiment_Score,weightedSentiment
56,2020-01-28,2020-02-03,8242,3.7029847124484347,0.1288690123756369,0.17624982715030185,positive
57,2020-02-04,2020-02-10,5870,1.6836456558773425,0.09928797274275977,0.15108370469116994,positive
58,2020-02-11,2020-02-17,5608,1.9400855920114122,0.09927728245363761,0.17734545123726345,positive
59,2020-02-18,2020-02-24,7026,1.836749217193282,0.06463528323370356,0.1400328734132758,positive
60,2020-02-25,2020-03-02,7653,1.9419835358682869,0.08095444923559392,0.10605027315123249,positive
61,2020-03-03,2020-03-09,6504,1.1605166051660516,0.08200510455104547,0.1251800313122687,positive
62,2020-03-10,2020-03-16,7663,1.6905911522902257,0.08635995041106634,0.1137011688815598,positive
63,2020-03-17,2020-03-23,6695,1.6258401792382375,0.08215087378640785,0.09166310011376565,positive
64,2020-03-24,2020-03-30,5950,1.4078991596638655,0.0854317142857147,0.1164199762685838,positive
65,2020-03-31,2020-04-06,4653,1.4872125510423382,0.10813363421448541,0.14463153028601053,positive
66,2020-04-07,2020-04-13,4159,2.089925462851647,0.11311033902380407,0.0770522293984904,positive
67,2020-04-14,2020-04-20,7586,1.94397574479304,0.11508443184814193,0.1440597770115972,positive
68,2020-04-21,2020-04-27,6160,2.119155844155844,0.09476840909090878,0.0865910117622567,positive
69,2020-04-28,2020-05-04,7392,2.673430735930736,0.11339250541125567,0.12405249686970611,positive
70,2020-05-05,2020-05-11,6602,1.6058770069675856,0.11900330202968805,0.20561456637991166,positive
71,2020-05-12,2020-05-18,6926,1.6810568870921168,0.10181921744152511,0.16520829339221285,positive
72,2020-05-19,2020-05-25,5473,1.473780376393203,0.10702263840672395,0.12088504320850876,positive
73,2020-05-26,2020-06-01,5511,1.2943204500090728,0.11781099618943949,0.179453527364758,positive
74,2020-06-02,2020-06-08,6352,1.8244647355163728,0.11868666561712893,0.15597743715511955,positive
75,2020-06-09,2020-06-15,8279,2.1269476989974634,0.12194656359463756,0.183079326328801,positive
76,2020-06-16,2020-06-22,7904,2.0885627530364372,0.10340836285425063,0.15109453137801082,positive
77,2020-06-23,2020-06-29,8145,2.606752608962554,0.10911704112952758,0.24134918814038195,positive
78,2020-06-30,2020-07-06,6213,1.965556092065025,0.13033227104458406,0.2946175956580733,positive
79,2020-07-07,2020-07-13,8343,2.895481241759559,0.13303724080067145,0.22306487692307694,positive
80,2020-07-14,2020-07-20,7915,1.8331017056222363,0.13212619077700508,0.2081797404566536,positive
81,2020-07-21,2020-07-27,8660,2.307621247113164,0.137755,0.1627248359167714,positive
82,2020-07-28,2020-08-03,9693,4.1713607758176,0.16015044877746865,0.204133100586522,positive
83,2020-08-04,2020-08-10,8563,3.726731285764335,0.17282137101483208,0.2462420012353304,positive
84,2020-08-11,2020-08-17,9278,3.608536322483294,0.18430052813106174,0.30086660507975116,positive
85,2020-08-18,2020-08-24,10639,3.7925556913243725,0.2189464235360439,0.21862651408174472,positive
86,2020-08-25,2020-08-31,9990,2.962662662662663,0.15128187187187234,0.1712085558390381,positive
87,2020-09-01,2020-09-07,9250,4.030594594594595,0.15139852972972984,0.17441642060473214,positive
88,2020-09-08,2020-09-14,9123,3.183601885344733,0.18277615915817133,0.1617578143422328,positive
89,2020-09-15,2020-09-21,11485,2.2954288202002613,0.3704270700914177,0.286470635172268,positive
90,2020-09-22,2020-09-28,9385,2.5714437932871603,0.28042945125199564,0.22985122023987115,positive
91,2020-09-29,2020-10-05,6731,2.099093745357302,0.2464391620858695,0.2612443767976989,positive
92,2020-10-06,2020-10-12,8428,2.445894636924537,0.23363550071191014,0.1884083293161628,positive
93,2020-10-13,2020-10-19,8397,2.8762653328569727,0.20486102179349633,0.21258488125595257,positive
94,2020-10-20,2020-10-26,7534,2.6716219803557206,0.24758465622511164,0.2293663834863712,positive
95,2020-10-27,2020-11-02,7947,3.836164590411476,0.1428803699509252,0.13665406811854397,positive
96,2020-11-03,2020-11-09,5802,2.1921751120303345,0.20126564977593941,0.22398176124399327,positive
97,2020-11-10,2020-11-16,6103,2.508930034409307,0.18617669998361494,0.21546197058136823,positive
98,2020-11-17,2020-11-23,4572,4.100612423447069,0.15524919072615953,0.09748877787307032,positive
99,2020-11-24,2020-11-30,4526,4.743040212107822,0.1984442554131688,0.23032581848959335,positive
100,2020-12-01,2020-12-07,6500,3.517692307692308,0.19249056923076963,0.25663660139621997,positive
101,2020-12-08,2020-12-14,6608,3.8058414043583535,0.17615414648910407,0.2191312781434015,positive
102,2020-12-15,2020-12-21,6846,4.257522640958224,0.16490413380075886,0.23279791070485928,positive
103,2020-12-22,2020-12-28,5999,7.912318719786631,0.18757369561593515,0.10840806321892826,positive
104,2020-12-29,2021-01-04,5492,5.528769118718135,0.18619834304442767,0.21515151996876394,positive
105,2021-01-05,2021-01-11,8154,5.262570517537405,0.18461104979152027,0.17863242142367572,positive
106,2021-01-12,2021-01-18,6523,4.280368098159509,0.1440741070059782,0.12506119147205763,positive
107,2021-01-19,2021-01-25,8182,5.469934001466634,0.16912521388413534,0.16974176096114252,positive
108,2021-01-26,2021-02-01,11197,7.062606055193355,0.1652261319996314,0.16585495198112474,positive
109,2021-02-02,2021-02-08,7940,4.343324937027708,0.14870910579345062,0.14098574459058125,positive
110,2021-02-09,2021-02-15,6064,4.634279115803365,0.15268852242744113,0.13398062948323816,positive
111,2021-02-16,2021-02-22,6747,4.3634746516454195,0.11960512820512822,0.14948629428997845,positive
112,2021-02-23,2021-03-01,8037,5.01244245365186,0.13142461117332302,0.20662584950954016,positive
113,2021-03-02,2021-03-08,6898,5.644773089749166,0.1417699768048711,0.13504023216740493,positive
114,2021-03-09,2021-03-15,6595,4.1021986353297955,0.16554177407126594,0.19686952955511305,positive
115,2021-03-16,2021-03-22,6463,4.376800371689639,0.16015296302026924,0.22106950861224725,positive
116,2021-03-23,2021-03-29,5073,3.593454258675079,0.16025418884289383,0.23381344750622374,positive
117,2021-03-30,2021-04-05,5869,4.106491736241268,0.18793729766570008,0.13741875542208876,positive
118,2021-04-06,2021-04-12,7017,3.5740344876727947,0.18565084794071438,0.2491570507228315,positive
119,2021-04-13,2021-04-19,5751,4.392242129065925,0.15847077030081705,0.19623168064516136,positive
120,2021-04-20,2021-04-26,6999,4.331803842844852,0.16606422346049388,0.1836381588855422,positive
121,2021-04-27,2021-05-03,8522,6.569715494944745,0.1659680943440489,0.18016207989066288,positive
122,2021-05-04,2021-05-10,5717,2.8613739922888186,0.14033706489417502,0.21538924340761584,positive
123,2021-05-11,2021-05-17,5223,4.149396667305114,0.14832935094773148,0.18650724567602753,positive
124,2021-05-18,2021-05-24,4945,3.4161767687005877,0.17661484327603633,0.18657402800091805,positive
125,2021-05-25,2021-05-31,4738,4.610653138871275,0.1435103419164206,0.159201156570223,positive
126,2021-06-01,2021-06-07,5128,4.933632637126683,0.16681583463338595,0.12755417461675111,positive
127,2021-06-08,2021-06-14,5275,3.9950710900473934,0.1819553554502371,0.2534515579338874,positive
128,2021-06-15,2021-06-21,5402,4.0468518518518515,0.1956442428730101,0.2884319084137526,positive
129,2021-06-22,2021-06-28,5547,4.667207499549306,0.21199639444744808,0.24317656826568268,positive
130,2021-06-29,2021-07-05,6336,4.555818727301437,0.21556619318181766,0.2034710473213017,positive
131,2021-07-06,2021-07-12,8857,4.901834239130435,0.2042430055323479,0.20884821678657073,positive
132,2021-07-13,2021-07-19,8612,5.066961686269943,0.16069381096144852,0.1470181258037891,positive
133,2021-07-20,2021-07-26,7129,4.508086063844748,0.1874671482676385,0.21184623417075166,positive
134,2021-07-27,2021-08-02,7663,6.054103502352326,0.16029615033276762,0.1654208714661529,positive
135,2021-08-03,2021-08-09,5184,4.177469135802469,0.15974293981481405,0.16570921013412818,positive
136,2021-08-10,2021-08-16,5980,5.021070234113712,0.17968048494983233,0.24814966949952788,positive
137,2021-08-17,2021-08-23,6329,9.785883842380123,0.16901652709748793,-0.1646812577029168,negative
138,2021-08-24,2021-08-30,5433,4.9088733431516935,0.18377458126265506,0.30894400099697794,positive
139,2021-08-31,2021-09-06,7128,7.210126582278481,0.1747834595959597,0.16059011032308906,positive
140,2021-09-07,2021-09-13,8039,4.783952155494642,0.15208078119169124,0.13588220024988154,positive
141,2021-09-14,2021-09-20,7576,6.438153194867046,0.14976149683210127,0.22886715518008005,positive
142,2021-09-21,2021-09-27,5563,4.248696277647905,0.15965993169153245,0.1768580135672194,positive
143,2021-09-28,2021-10-04,5697,4.5869526991383855,0.17109278567667152,0.1759003462058981,positive
144,2021-10-05,2021-10-11,5627,5.183579171850009,0.16978096676737148,0.23397914068113235,positive
145,2021-10-12,2021-10-18,6661,5.784941388638413,0.14529028674373198,0.20092408133430795,positive
146,2021-10-19,2021-10-25,6558,5.204337202199145,0.17301845074717823,0.21443340717766946,positive
147,2021-10-26,2021-11-01,7820,6.727400768245839,0.13899154731457913,0.07452250335537108,positive
148,2021-11-02,2021-11-08,5844,6.460445205479452,0.1684019164955507,0.22445533980582524,positive
149,2021-11-09,2021-11-15,5636,8.418162431135595,0.169388537970191,0.34964475620801566,positive
150,2021-11-16,2021-11-22,8500,6.1712973863903935,0.18348087058823626,0.2332001247681119,positive
151,2021-11-23,2021-11-29,5496,5.644837650492521,0.1755090247452693,0.23595549180552883,positive
152,2021-11-30,2021-12-06,8957,5.231765888528985,0.14407854192251812,0.18608674206441667,positive
153,2021-12-07,2021-12-13,10284,6.395912408759124,0.1508092376507202,0.15510592817759533,positive
154,2021-12-14,2021-12-20,8883,4.668848019857836,0.1454940785770569,0.2333828851780347,positive
155,2021-12-21,2021-12-27,5732,4.611344537815126,0.18534146894626485,0.25895992449769123,positive
156,2021-12-28,2022-01-03,6606,5.666616107993327,0.19852574931880043,0.23584532341364642,positive
157,2022-01-04,2022-01-10,7931,5.495145631067961,0.17294536628420087,0.12916612893832624,positive
158,2022-01-11,2022-01-17,7211,4.540701705727361,0.11285487449729388,0.16240087600740852,positive
159,2022-01-18,2022-01-24,8848,4.74627034358047,0.06568146473779421,0.15823421513285996,positive
160,2022-01-25,2022-01-31,9530,5.968205666316894,0.15955057712487103,0.16008116011866216,positive
161,2022-02-01,2022-02-07,8369,8.269566256422511,0.15947997371251088,0.20890883896000104,positive
162,2022-02-08,2022-02-14,7444,5.452982267598066,0.1560591214400863,0.22623448455325174,positive
163,2022-02-15,2022-02-21,5998,4.506668889629877,0.15920308436145297,0.22874966847315992,positive
164,2022-02-22,2022-02-28,6348,5.2600819155639575,0.14833805923125398,0.2079744658899318,positive
165,2022-03-01,2022-03-07,6145,6.531489015459723,0.13985057770545117,0.15302711479872946,positive
166,2022-03-08,2022-03-14,7719,5.8852182925249386,0.13804947532063724,0.1633332022503622,positive
167,2022-03-15,2022-03-21,6304,4.865640862944162,0.17246770304568484,0.1724513237958731,positive
168,2022-03-22,2022-03-28,8489,4.460242666980799,0.17911153257156462,0.20876684285467723,positive
169,2022-03-29,2022-04-04,8088,6.563056379821958,0.1578133283877346,0.2071602321399379,positive
170,2022-04-05,2022-04-11,6007,4.226236057932412,0.1586965540203097,0.16914175957189273,positive
171,2022-04-12,2022-04-18,5752,5.393254520166899,0.15461959318497928,0.1654406645999891,positive
172,2022-04-19,2022-04-25,8208,7.1951754385964914,0.13330682261208607,0.13771162994677844,positive
173,2022-04-26,2022-05-02,9509,6.986118414133978,0.10894570406982863,0.0746626639452199,positive
174,2022-05-03,2022-05-09,7630,6.308781127129751,0.13839950196592365,0.16005201915145428,positive
175,2022-05-10,2022-05-16,9088,7.176386443661972,0.11486146566901397,0.1299829208553703,positive
176,2022-05-17,2022-05-23,9366,5.991992312620115,0.11784744821695521,0.15550737398262252,positive
177,2022-05-24,2022-05-30,8228,5.02260573650948,0.13412534030140955,0.11650776123017316,positive
178,2022-05-31,2022-06-06,7609,4.725325272703378,0.1319563806019191,0.16288284133688363,positive
179,2022-06-07,2022-06-13,8066,5.905157451029011,0.1373156707165873,0.11380968454315314,positive
180,2022-06-14,2022-06-20,7321,4.486135773801394,0.1499243955743748,0.13706201324569264,positive
181,2022-06-21,2022-06-27,7225,3.5969550173010383,0.15892591003460133,0.21609485442447235,positive
182,2022-06-28,2022-07-04,7341,4.209235798937474,0.12727137992099188,0.1446756936272587,positive
183,2022-07-05,2022-07-11,6990,3.848354792560801,0.1474012160228902,0.1726824402478607,positive
184,2022-07-12,2022-07-18,8692,6.25126553152324,0.15499138288080996,0.11828948403883989,positive
185,2022-07-19,2022-07-25,9239,5.86448749864704,0.14310406970451386,0.12316952271329684,positive
186,2022-07-26,2022-08-01,9512,6.405172413793103,0.14726757779646618,0.14099327777620035,positive
187,2022-08-02,2022-08-08,8815,5.9102665910380034,0.16162552467385027,0.16170951669566933,positive
188,2022-08-09,2022-08-15,9665,7.505121572684946,0.17503298499741402,0.10574633342254446,positive
189,2022-08-16,2022-08-22,10282,4.807624975685664,0.16880326784672128,0.19791653046186822,positive
190,2022-08-23,2022-08-29,9841,3.6356061375876436,0.17567564271923453,0.1815692606150946,positive
191,2022-08-30,2022-09-05,9569,3.7143902184136275,0.16638246420733474,0.14986728364958327,positive
192,2022-09-06,2022-09-12,9443,5.015778883829292,0.20264653182251516,0.14532757758726916,positive
193,2022-09-13,2022-09-19,9977,5.183622331362133,0.1668453342688166,0.14492088047460044,positive
194,2022-09-20,2022-09-26,9996,5.2439975990396155,0.1671508003201264,0.08328143715453017,positive
195,2022-09-27,2022-10-03,10514,5.537378733117748,0.17916696785238573,0.06686047807489744,positive
196,2022-10-04,2022-10-10,10172,3.316653558788832,0.2162302595359801,0.21575585187546972,positive
197,2022-10-11,2022-10-17,9963,3.5952022483187793,0.18467855063735786,0.12531963435411297,positive
198,2022-10-18,2022-10-24,10112,5.230023734177215,0.1886519976265823,0.16650269214895708,positive
199,2022-10-25,2022-10-31,11196,8.210075026795284,0.18734252411575472,0.17001511404631678,positive
200,2022-11-01,2022-11-07,10956,6.611628331507849,0.16861453085067268,0.06602381494849689,positive
201,2022-11-08,2022-11-14,9894,3.4685668081665657,0.1800208409136819,0.09342060752736815,positive
202,2022-11-15,2022-11-21,10121,4.482264598359846,0.18362118367750024,0.09196297985077316,positive
203,2022-11-22,2022-11-28,9832,4.185109845402766,0.1868714605370192,0.04376741467242054,neutral
204,2022-11-29,2022-12-05,10923,8.523665659617322,0.16535161585644695,0.06820942159247118,positive
205,2022-12-06,2022-12-12,9992,6.67173738991193,0.19085260208166227,0.22212329498017108,positive
206,2022-12-13,2022-12-19,10131,3.045109071167703,0.19908230184581702,0.10544981088797246,positive
207,2022-12-20,2022-12-26,9832,4.5105777054515865,0.18713416395443302,0.0801981579918789,positive
208,2022-12-27,2023-01-02,9277,4.778161043440767,0.15260195106176427,0.11138856242071486,positive
